Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
7272,CA-2022-107271,05/13/2019,05/19/2019,Second Class,CG-10134,Customer 134,Consumer,United States,Arkansas City,Arkansas,90622,South,OFF-FAS-17271,Office Supplies,Fasteners,Fasteners Model 812,210.41,1,0.8,-79.24
7273,CA-2019-107272,08/07/2020,08/13/2020,Standard Class,CG-10135,Customer 135,Corporate,United States,New York City,New York,11675,East,OFF-ENV-17272,Office Supplies,Envelopes,Envelopes Model 702,38.45,1,0.2,2.94
7274,CA-2020-107273,09/19/2022,09/20/2022,Same Day,CG-10136,Customer 136,Home Office,United States,Oregon City,Oregon,61891,West,TEC-MAC-17273,Technology,Machines,Machines Model 334,66.38,1,0.3,-0.09
7275,CA-2021-107274,05/17/2022,05/19/2022,Standard Class,CG-10137,Customer 137,Consumer,United States,Georgia City,Georgia,48574,East,OFF-FAS-17274,Office Supplies,Fasteners,Fasteners Model 382,21.13,3,0.4,-0.75
7276,CA-2022-107275,03/12/2022,03/15/2022,Second Class,CG-10138,Customer 138,Corporate,United States,Florida City,Florida,88566,East,OFF-PAP-17275,Office Supplies,Paper,Paper Model 399,562.0,4,0.5,7.99
7277,CA-2019-107276,06/19/2021,06/26/2021,Standard Class,CG-10139,Customer 139,Consumer,United States,Texas City,Texas,95314,Central,FUR-FUR-17276,Furniture,Furnishings,Furnishings Model 959,2124.73,3,0.0,207.07
7278,CA-2020-107277,01/10/2022,01/14/2022,Standard Class,CG-10140,Customer 140,Corporate,United States,Mississippi City,Mississippi,25739,South,OFF-LAB-17277,Office Supplies,Labels,Labels Model 838,33.82,1,0.5,-3.4
7279,CA-2021-107278,08/02/2019,08/07/2019,Second Class,CG-10141,Customer 141,Home Office,United States,Texas City,Texas,95982,Central,OFF-FAS-17278,Office Supplies,Fasteners,Fasteners Model 165,96.5,1,0.6,-14.29
7280,CA-2022-107279,09/03/2020,09/08/2020,Second Class,CG-10142,Customer 142,Corporate,United States,Colorado City,Colorado,45255,West,TEC-ACC-17279,Technology,Accessories,Accessories Model 940,758.6,2,0.0,145.53
7281,CA-2019-107280,01/01/2019,01/05/2019,Standard Class,CG-10143,Customer 143,Home Office,United States,Colorado City,Colorado,79799,West,FUR-TAB-17280,Furniture,Tables,Tables Model 698,155.24,1,0.2,-1.95
7282,CA-2020-107281,09/13/2022,09/18/2022,Standard Class,CG-10144,Customer 144,Consumer,United States,Minnesota City,Minnesota,79125,Central,FUR-TAB-17281,Furniture,Tables,Tables Model 922,751.09,2,0.4,-140.31
7283,CA-2021-107282,06/30/2021,07/07/2021,Second Class,CG-10145,Customer 145,Consumer,United States,Illinois City,Illinois,87567,Central,FUR-FUR-17282,Furniture,Furnishings,Furnishings Model 369,949.68,4,0.1,66.86
7284,CA-2022-107283,06/10/2021,06/13/2021,Standard Class,CG-10146,Customer 146,Consumer,United States,Minnesota City,Minnesota,30565,Central,FUR-TAB-17283,Furniture,Tables,Tables Model 518,286.92,3,0.5,-77.71
7285,CA-2019-107284,07/23/2022,07/25/2022,Second Class,CG-10147,Customer 147,Consumer,United States,Pennsylvania City,Pennsylvania,61682,East,FUR-CHA-17284,Furniture,Chairs,Chairs Model 755,216.33,2,0.7,-95.3
7286,CA-2020-107285,05/24/2019,05/31/2019,Standard Class,CG-10148,Customer 148,Consumer,United States,Oklahoma City,Oklahoma,37366,South,FUR-CHA-17285,Furniture,Chairs,Chairs Model 727,3313.76,4,0.0,214.71
7287,CA-2021-107286,08/26/2019,08/30/2019,Second Class,CG-10149,Customer 149,Corporate,United States,Ohio City,Ohio,59878,East,TEC-COP-17286,Technology,Copiers,Copiers Model 825,594.52,4,0.6,-124.97
7288,CA-2022-107287,08/03/2022,08/05/2022,Same Day,CG-10150,Customer 150,Consumer,United States,Arizona City,Arizona,69890,West,FUR-CHA-17287,Furniture,Chairs,Chairs Model 400,723.58,2,0.4,-96.01
7289,CA-2019-107288,08/29/2022,09/02/2022,Standard Class,CG-10151,Customer 151,Corporate,United States,Illinois City,Illinois,94148,Central,OFF-PAP-17288,Office Supplies,Paper,Paper Model 361,223.22,5,0.0,50.8
7290,CA-2020-107289,04/20/2019,04/23/2019,First Class,CG-10152,Customer 152,Home Office,United States,Florida City,Florida,73403,East,FUR-CHA-17289,Furniture,Chairs,Chairs Model 742,316.82,7,0.1,18.94
7291,CA-2021-107290,06/27/2022,07/03/2022,Standard Class,CG-10153,Customer 153,Home Office,United States,Ohio City,Ohio,90620,East,OFF-SUP-17290,Office Supplies,Supplies,Supplies Model 778,274.16,3,0.0,47.33
7292,CA-2022-107291,09/01/2022,09/02/2022,Second Class,CG-10154,Customer 154,Consumer,United States,Florida City,Florida,76110,East,OFF-PAP-17291,Office Supplies,Paper,Paper Model 464,25.39,4,0.2,2.05
7293,CA-2019-107292,04/22/2022,04/28/2022,Standard Class,CG-10155,Customer 155,Consumer,United States,Washington City,Washington,97744,West,OFF-ART-17292,Office Supplies,Art,Art Model 295,137.99,5,0.2,12.58
7294,CA-2020-107293,08/07/2021,08/10/2021,Standard Class,CG-10156,Customer 156,Corporate,United States,Ohio City,Ohio,59034,East,TEC-PHO-17293,Technology,Phones,Phones Model 857,168.74,4,0.0,31.14
7295,CA-2021-107294,12/02/2019,12/05/2019,Second Class,CG-10157,Customer 157,Consumer,United States,Florida City,Florida,96351,East,OFF-PAP-17294,Office Supplies,Paper,Paper Model 527,21.3,1,0.5,-3.17
7296,CA-2022-107295,03/02/2022,03/05/2022,Same Day,CG-10158,Customer 158,Consumer,United States,Missouri City,Missouri,31721,Central,OFF-ENV-17295,Office Supplies,Envelopes,Envelopes Model 656,11.13,1,0.15,1.01
7297,CA-2019-107296,02/20/2022,02/22/2022,Standard Class,CG-10159,Customer 159,Consumer,United States,California City,California,98313,West,OFF-ENV-17296,Office Supplies,Envelopes,Envelopes Model 732,43.09,6,0.6,-10.24
7298,CA-2020-107297,02/12/2022,02/15/2022,First Class,CG-10160,Customer 160,Home Office,United States,Nevada City,Nevada,58878,West,TEC-MAC-17297,Technology,Machines,Machines Model 182,3853.32,6,0.0,358.72
7299,CA-2021-107298,06/29/2019,07/02/2019,Second Class,CG-10161,Customer 161,Consumer,United States,Arkansas City,Arkansas,44334,South,FUR-FUR-17298,Furniture,Furnishings,Furnishings Model 781,414.43,1,0.4,-74.84
7300,CA-2022-107299,06/20/2019,06/25/2019,Standard Class,CG-10162,Customer 162,Corporate,United States,Kentucky City,Kentucky,35608,South,TEC-COP-17299,Technology,Copiers,Copiers Model 805,2229.9,3,0.0,447.05
7301,CA-2019-107300,01/29/2021,01/31/2021,Standard Class,CG-10163,Customer 163,Consumer,United States,Colorado City,Colorado,88248,West,TEC-ACC-17300,Technology,Accessories,Accessories Model 471,728.03,6,0.2,13.63
7302,CA-2020-107301,06/22/2021,06/24/2021,Standard Class,CG-10164,Customer 164,Consumer,United States,Kentucky City,Kentucky,85529,South,FUR-BOO-17301,Furniture,Bookcases,Bookcases Model 627,293.66,3,0.0,36.86
7303,CA-2021-107302,03/20/2022,03/27/2022,Standard Class,CG-10165,Customer 165,Corporate,United States,Washington City,Washington,97992,West,OFF-ENV-17302,Office Supplies,Envelopes,Envelopes Model 274,36.44,2,0.8,-11.94
7304,CA-2022-107303,06/01/2022,06/03/2022,Second Class,CG-10166,Customer 166,Corporate,United States,Washington City,Washington,47934,West,FUR-FUR-17303,Furniture,Furnishings,Furnishings Model 485,145.44,7,0.7,-53.03
7305,CA-2019-107304,12/23/2021,12/26/2021,Second Class,CG-10167,Customer 167,Consumer,United States,California City,California,23243,West,OFF-LAB-17304,Office Supplies,Labels,Labels Model 405,110.62,5,0.6,-18.84
7306,CA-2020-107305,07/16/2021,07/20/2021,Same Day,CG-10168,Customer 168,Consumer,United States,Utah City,Utah,60977,West,FUR-TAB-17305,Furniture,Tables,Tables Model 535,696.69,4,0.7,-328.42
7307,CA-2021-107306,04/14/2020,04/21/2020,Standard Class,CG-10169,Customer 169,Home Office,United States,California City,California,72443,West,FUR-FUR-17306,Furniture,Furnishings,Furnishings Model 116,145.65,1,0.2,-1.66
7308,CA-2022-107307,07/23/2022,07/30/2022,Second Class,CG-10170,Customer 170,Consumer,United States,Georgia City,Georgia,86001,East,OFF-PAP-17307,Office Supplies,Paper,Paper Model 280,961.84,7,0.0,178.34
7309,CA-2019-107308,07/31/2021,08/05/2021,Standard Class,CG-10171,Customer 171,Corporate,United States,New York City,New York,84336,East,FUR-FUR-17308,Furniture,Furnishings,Furnishings Model 592,1570.01,5,0.5,-327.2
7310,CA-2020-107309,12/28/2022,12/30/2022,Second Class,CG-10172,Customer 172,Home Office,United States,Michigan City,Michigan,34545,Central,OFF-ART-17309,Office Supplies,Art,Art Model 756,28.91,1,0.0,7.63
7311,CA-2021-107310,02/11/2020,02/18/2020,Second Class,CG-10173,Customer 173,Consumer,United States,Utah City,Utah,26265,West,FUR-FUR-17310,Furniture,Furnishings,Furnishings Model 917,334.87,1,0.1,31.24
7312,CA-2022-107311,12/30/2021,01/04/2022,Standard Class,CG-10174,Customer 174,Consumer,United States,Washington City,Washington,73268,West,OFF-ART-17311,Office Supplies,Art,Art Model 660,7.22,1,0.7,-1.91
7313,CA-2019-107312,08/09/2020,08/11/2020,Standard Class,CG-10175,Customer 175,Home Office,United States,Ohio City,Ohio,27825,East,OFF-SUP-17312,Office Supplies,Supplies,Supplies Model 799,195.93,7,0.6,-31.68
7314,CA-2020-107313,07/13/2019,07/19/2019,Second Class,CG-10176,Customer 176,Home Office,United States,Washington City,Washington,50846,West,FUR-CHA-17313,Furniture,Chairs,Chairs Model 687,1735.81,2,0.0,79.93
7315,CA-2021-107314,02/11/2022,02/16/2022,First Class,CG-10177,Customer 177,Consumer,United States,Colorado City,Colorado,50657,West,TEC-COP-17314,Technology,Copiers,Copiers Model 244,422.11,1,0.0,77.94
7316,CA-2022-107315,12/10/2019,12/15/2019,Standard Class,CG-10178,Customer 178,Consumer,United States,Missouri City,Missouri,97674,Central,OFF-ENV-17315,Office Supplies,Envelopes,Envelopes Model 599,125.75,4,0.8,-39.46
7317,CA-2019-107316,11/24/2019,11/30/2019,Standard Class,CG-10179,Customer 179,Consumer,United States,Colorado City,Colorado,64068,West,FUR-BOO-17316,Furniture,Bookcases,Bookcases Model 613,1456.14,5,0.3,-270.08
7318,CA-2020-107317,02/08/2021,02/10/2021,First Class,CG-10180,Customer 180,Consumer,United States,Utah City,Utah,65380,West,OFF-ENV-17317,Office Supplies,Envelopes,Envelopes Model 312,67.06,8,0.7,-15.69
7319,CA-2021-107318,10/18/2021,10/25/2021,Standard Class,CG-10181,Customer 181,Corporate,United States,Oklahoma City,Oklahoma,30411,South,OFF-PAP-17318,Office Supplies,Paper,Paper Model 344,31.55,1,0.6,-4.61
7320,CA-2022-107319,03/16/2019,03/17/2019,First Class,CG-10182,Customer 182,Consumer,United States,Virginia City,Virginia,50004,East,TEC-COP-17319,Technology,Copiers,Copiers Model 446,225.4,2,0.7,-58.58
7321,CA-2019-107320,06/11/2021,06/13/2021,Standard Class,CG-10183,Customer 183,Consumer,United States,Indiana City,Indiana,23417,Central,OFF-FAS-17320,Office Supplies,Fasteners,Fasteners Model 723,194.18,5,0.0,53.59
7322,CA-2020-107321,09/21/2019,09/28/2019,First Class,CG-10184,Customer 184,Corporate,United States,Louisiana City,Louisiana,18885,South,OFF-SUP-17321,Office Supplies,Supplies,Supplies Model 834,78.68,3,0.15,8.15
7323,CA-2021-107322,01/18/2020,01/19/2020,Standard Class,CG-10185,Customer 185,Corporate,United States,Missouri City,Missouri,56273,Central,FUR-FUR-17322,Furniture,Furnishings,Furnishings Model 990,312.82,2,0.1,0.75
7324,CA-2022-107323,05/02/2020,05/09/2020,Same Day,CG-10186,Customer 186,Consumer,United States,Wisconsin City,Wisconsin,86016,Central,OFF-ART-17323,Office Supplies,Art,Art Model 266,61.06,3,0.1,5.6
7325,CA-2019-107324,01/31/2020,02/06/2020,Standard Class,CG-10187,Customer 187,Home Office,United States,Kentucky City,Kentucky,17093,South,OFF-PAP-17324,Office Supplies,Paper,Paper Model 941,36.29,2,0.5,-0.41
7326,CA-2020-107325,03/21/2020,03/26/2020,Same Day,CG-10188,Customer 188,Consumer,United States,Ohio City,Ohio,82041,East,TEC-COP-17325,Technology,Copiers,Copiers Model 439,404.84,3,0.0,56.71
7327,CA-2021-107326,08/15/2020,08/21/2020,Standard Class,CG-10189,Customer 189,Corporate,United States,Mississippi City,Mississippi,33722,South,FUR-CHA-17326,Furniture,Chairs,Chairs Model 468,449.74,3,0.6,-108.1
7328,CA-2022-107327,05/11/2022,05/16/2022,Standard Class,CG-10190,Customer 190,Home Office,United States,Georgia City,Georgia,28338,East,TEC-MAC-17327,Technology,Machines,Machines Model 488,458.36,5,0.5,-40.71
7329,CA-2019-107328,04/20/2020,04/23/2020,First Class,CG-10191,Customer 191,Consumer,United States,Arkansas City,Arkansas,40030,South,OFF-ART-17328,Office Supplies,Art,Art Model 179,56.95,4,0.7,-10.72
7330,CA-2020-107329,03/10/2020,03/13/2020,Second Class,CG-10192,Customer 192,Corporate,United States,Pennsylvania City,Pennsylvania,50762,East,TEC-ACC-17329,Technology,Accessories,Accessories Model 730,993.03,4,0.0,178.25
7331,CA-2021-107330,10/07/2020,10/14/2020,Standard Class,CG-10193,Customer 193,Consumer,United States,Missouri City,Missouri,98375,Central,OFF-BIN-17330,Office Supplies,Binders,Binders Model 462,21.96,2,0.5,-1.73
7332,CA-2022-107331,02/18/2019,02/23/2019,First Class,CG-10194,Customer 194,Home Office,United States,Minnesota City,Minnesota,49177,Central,TEC-ACC-17331,Technology,Accessories,Accessories Model 736,67.82,3,0.6,-18.47
7333,CA-2019-107332,04/20/2022,04/22/2022,Second Class,CG-10195,Customer 195,Home Office,United States,Arkansas City,Arkansas,55646,South,FUR-TAB-17332,Furniture,Tables,Tables Model 727,535.18,3,0.3,-19.92
7334,CA-2020-107333,11/11/2021,11/15/2021,Same Day,CG-10196,Customer 196,Home Office,United States,Missouri City,Missouri,48726,Central,FUR-CHA-17333,Furniture,Chairs,Chairs Model 808,773.67,5,0.0,73.46
7335,CA-2021-107334,01/29/2022,01/31/2022,Second Class,CG-10197,Customer 197,Corporate,United States,California City,California,10502,West,OFF-LAB-17334,Office Supplies,Labels,Labels Model 985,209.73,6,0.7,-52.77
7336,CA-2022-107335,07/15/2021,07/20/2021,Standard Class,CG-10198,Customer 198,Consumer,United States,Texas City,Texas,82789,Central,FUR-TAB-17335,Furniture,Tables,Tables Model 272,104.09,2,0.7,-35.55
7337,CA-2019-107336,10/19/2022,10/23/2022,Standard Class,CG-10199,Customer 199,Home Office,United States,North Carolina City,North Carolina,47263,East,FUR-CHA-17336,Furniture,Chairs,Chairs Model 189,133.07,4,0.0,9.91
7338,CA-2020-107337,01/08/2020,01/10/2020,Standard Class,CG-10200,Customer 200,Consumer,United States,Kentucky City,Kentucky,33214,South,FUR-BOO-17337,Furniture,Bookcases,Bookcases Model 959,92.42,2,0.15,-6.17
7339,CA-2021-107338,02/21/2021,02/28/2021,Standard Class,CG-10201,Customer 201,Consumer,United States,Nevada City,Nevada,70977,West,OFF-STO-17338,Office Supplies,Storage,Storage Model 505,1028.21,3,0.4,-14.29
7340,CA-2022-107339,07/26/2022,07/30/2022,Standard Class,CG-10202,Customer 202,Corporate,United States,Tennessee City,Tennessee,10906,South,OFF-FAS-17339,Office Supplies,Fasteners,Fasteners Model 509,409.6,5,0.15,28.37
7341,CA-2019-107340,06/09/2022,06/10/2022,First Class,CG-10203,Customer 203,Corporate,United States,Arizona City,Arizona,83848,West,OFF-PAP-17340,Office Supplies,Paper,Paper Model 287,400.35,3,0.1,47.81
7342,CA-2020-107341,02/23/2020,02/24/2020,Standard Class,CG-10204,Customer 204,Corporate,United States,Colorado City,Colorado,74628,West,OFF-ART-17341,Office Supplies,Art,Art Model 637,69.07,3,0.2,6.48
7343,CA-2021-107342,10/11/2019,10/18/2019,Standard Class,CG-10205,Customer 205,Corporate,United States,Arizona City,Arizona,52018,West,FUR-CHA-17342,Furniture,Chairs,Chairs Model 987,1857.69,5,0.8,-965.08
7344,CA-2022-107343,08/07/2019,08/09/2019,Standard Class,CG-10206,Customer 206,Consumer,United States,Kentucky City,Kentucky,18400,South,TEC-COP-17343,Technology,Copiers,Copiers Model 194,289.06,2,0.2,-0.94
7345,CA-2019-107344,06/09/2021,06/15/2021,Standard Class,CG-10207,Customer 207,Home Office,United States,North Carolina City,North Carolina,23548,East,OFF-ENV-17344,Office Supplies,Envelopes,Envelopes Model 646,739.85,5,0.3,68.89
7346,CA-2020-107345,04/17/2021,04/18/2021,Standard Class,CG-10208,Customer 208,Consumer,United States,Nevada City,Nevada,76582,West,FUR-FUR-17345,Furniture,Furnishings,Furnishings Model 319,557.77,1,0.0,55.31
7347,CA-2021-107346,06/19/2022,06/25/2022,Standard Class,CG-10209,Customer 209,Consumer,United States,Michigan City,Michigan,22218,Central,FUR-FUR-17346,Furniture,Furnishings,Furnishings Model 917,359.57,2,0.2,-13.32
7348,CA-2022-107347,01/17/2021,01/24/2021,Standard Class,CG-10210,Customer 210,Home Office,United States,Ohio City,Ohio,65776,East,OFF-LAB-17347,Office Supplies,Labels,Labels Model 698,84.61,3,0.2,2.94
7349,CA-2019-107348,05/23/2022,05/28/2022,Standard Class,CG-10211,Customer 211,Consumer,United States,Louisiana City,Louisiana,74580,South,TEC-ACC-17348,Technology,Accessories,Accessories Model 837,1044.67,7,0.6,-284.13
7350,CA-2020-107349,07/26/2021,07/27/2021,First Class,CG-10212,Customer 212,Corporate,United States,Arkansas City,Arkansas,88390,South,OFF-ART-17349,Office Supplies,Art,Art Model 108,162.91,7,0.0,34.27
7351,CA-2021-107350,12/09/2020,12/10/2020,Second Class,CG-10213,Customer 213,Corporate,United States,Virginia City,Virginia,45739,East,OFF-PAP-17350,Office Supplies,Paper,Paper Model 621,78.01,5,0.7,-20.86
7352,CA-2022-107351,01/26/2020,01/30/2020,First Class,CG-10214,Customer 214,Corporate,United States,Pennsylvania City,Pennsylvania,87526,East,FUR-BOO-17351,Furniture,Bookcases,Bookcases Model 981,1441.68,4,0.15,7.88
7353,CA-2019-107352,01/16/2021,01/22/2021,Second Class,CG-10215,Customer 215,Consumer,United States,Arizona City,Arizona,32166,West,TEC-PHO-17352,Technology,Phones,Phones Model 153,900.01,1,0.0,180.87
7354,CA-2020-107353,05/11/2021,05/14/2021,Second Class,CG-10216,Customer 216,Corporate,United States,Kentucky City,Kentucky,38884,South,OFF-ENV-17353,Office Supplies,Envelopes,Envelopes Model 651,271.29,6,0.1,43.12
7355,CA-2021-107354,09/28/2020,10/05/2020,Standard Class,CG-10217,Customer 217,Home Office,United States,North Carolina City,North Carolina,46915,East,OFF-PAP-17354,Office Supplies,Paper,Paper Model 712,14.9,1,0.3,0.71
7356,CA-2022-107355,04/05/2020,04/11/2020,Standard Class,CG-10218,Customer 218,Consumer,United States,Texas City,Texas,93896,Central,FUR-CHA-17355,Furniture,Chairs,Chairs Model 128,640.31,6,0.0,53.13
7357,CA-2019-107356,02/19/2021,02/23/2021,Standard Class,CG-10219,Customer 219,Consumer,United States,Texas City,Texas,98610,Central,FUR-FUR-17356,Furniture,Furnishings,Furnishings Model 565,79.31,1,0.4,-12.24
7358,CA-2020-107357,09/19/2019,09/24/2019,Standard Class,CG-10220,Customer 220,Corporate,United States,Utah City,Utah,12693,West,OFF-ENV-17357,Office Supplies,Envelopes,Envelopes Model 772,53.33,2,0.3,1.29
7359,CA-2021-107358,03/17/2020,03/20/2020,First Class,CG-10221,Customer 221,Consumer,United States,Michigan City,Michigan,59421,Central,TEC-MAC-17358,Technology,Machines,Machines Model 276,788.77,5,0.6,-131.32
7360,CA-2022-107359,08/25/2019,09/01/2019,Standard Class,CG-10222,Customer 222,Consumer,United States,Arizona City,Arizona,67064,West,FUR-FUR-17359,Furniture,Furnishings,Furnishings Model 718,421.76,2,0.0,42.54
7361,CA-2019-107360,08/28/2019,09/02/2019,Standard Class,CG-10223,Customer 223,Corporate,United States,Tennessee City,Tennessee,11805,South,OFF-BIN-17360,Office Supplies,Binders,Binders Model 884,153.94,6,0.0,27.79
7362,CA-2020-107361,12/21/2020,12/28/2020,Second Class,CG-10224,Customer 224,Consumer,United States,Nevada City,Nevada,60072,West,OFF-SUP-17361,Office Supplies,Supplies,Supplies Model 303,270.49,3,0.7,-83.11
7363,CA-2021-107362,04/22/2022,04/26/2022,Standard Class,CG-10225,Customer 225,Consumer,United States,Minnesota City,Minnesota,60262,Central,OFF-ART-17362,Office Supplies,Art,Art Model 364,278.44,6,0.4,-15.02
7364,CA-2022-107363,04/27/2019,05/03/2019,Standard Class,CG-10226,Customer 226,Consumer,United States,Illinois City,Illinois,46136,Central,FUR-TAB-17363,Furniture,Tables,Tables Model 719,419.78,9,0.1,-4.85
7365,CA-2019-107364,02/19/2020,02/26/2020,Second Class,CG-10227,Customer 227,Corporate,United States,Pennsylvania City,Pennsylvania,16514,East,TEC-MAC-17364,Technology,Machines,Machines Model 248,189.99,2,0.0,24.16
7366,CA-2020-107365,05/29/2019,06/01/2019,Standard Class,CG-10228,Customer 228,Consumer,United States,California City,California,41683,West,TEC-MAC-17365,Technology,Machines,Machines Model 328,533.93,1,0.3,-15.19
7367,CA-2021-107366,02/17/2022,02/22/2022,Standard Class,CG-10229,Customer 229,Corporate,United States,New York City,New York,36384,East,FUR-TAB-17366,Furniture,Tables,Tables Model 706,185.95,1,0.8,-87.37
7368,CA-2022-107367,11/28/2022,12/04/2022,Standard Class,CG-10230,Customer 230,Home Office,United States,Utah City,Utah,37978,West,OFF-ART-17367,Office Supplies,Art,Art Model 643,82.31,1,0.7,-20.95
7369,CA-2019-107368,07/13/2019,07/17/2019,First Class,CG-10231,Customer 231,Consumer,United States,Ohio City,Ohio,40387,East,OFF-FAS-17368,Office Supplies,Fasteners,Fasteners Model 224,279.57,4,0.4,-19.04
7370,CA-2020-107369,05/03/2019,05/06/2019,Standard Class,CG-10232,Customer 232,Consumer,United States,Arkansas City,Arkansas,18053,South,FUR-FUR-17369,Furniture,Furnishings,Furnishings Model 804,297.5,3,0.7,-107.02
7371,CA-2021-107370,08/07/2019,08/14/2019,Standard Class,CG-10233,Customer 233,Consumer,United States,Pennsylvania City,Pennsylvania,44405,East,FUR-BOO-17370,Furniture,Bookcases,Bookcases Model 375,251.02,3,0.0,32.94
7372,CA-2022-107371,06/26/2021,06/28/2021,Second Class,CG-10234,Customer 234,Home Office,United States,Arkansas City,Arkansas,94870,South,FUR-BOO-17371,Furniture,Bookcases,Bookcases Model 236,171.35,1,0.3,-32.28
7373,CA-2019-107372,08/05/2020,08/07/2020,Standard Class,CG-10235,Customer 235,Consumer,United States,Nevada City,Nevada,97744,West,OFF-BIN-17372,Office Supplies,Binders,Binders Model 199,68.4,4,0.7,-10.82
7374,CA-2020-107373,06/22/2021,06/26/2021,Second Class,CG-10236,Customer 236,Home Office,United States,Illinois City,Illinois,91630,Central,OFF-ENV-17373,Office Supplies,Envelopes,Envelopes Model 256,153.04,2,0.2,17.71
7375,CA-2021-107374,05/20/2019,05/22/2019,Standard Class,CG-10237,Customer 237,Corporate,United States,Florida City,Florida,73005,East,OFF-ART-17374,Office Supplies,Art,Art Model 839,74.67,2,0.0,12.85
7376,CA-2022-107375,08/20/2021,08/23/2021,Standard Class,CG-10238,Customer 238,Consumer,United States,Missouri City,Missouri,81852,Central,OFF-PAP-17375,Office Supplies,Paper,Paper Model 208,59.09,5,0.8,-20.58
7377,CA-2019-107376,05/02/2019,05/06/2019,Standard Class,CG-10239,Customer 239,Corporate,United States,Indiana City,Indiana,76070,Central,FUR-CHA-17376,Furniture,Chairs,Chairs Model 459,1018.8,3,0.0,40.91
7378,CA-2020-107377,05/12/2020,05/17/2020,Standard Class,CG-10240,Customer 240,Home Office,United States,Florida City,Florida,20067,East,TEC-PHO-17377,Technology,Phones,Phones Model 973,1014.42,3,0.7,-253.65
7379,CA-2021-107378,08/14/2019,08/20/2019,First Class,CG-10241,Customer 241,Home Office,United States,Arizona City,Arizona,29077,West,FUR-BOO-17378,Furniture,Bookcases,Bookcases Model 934,192.61,4,0.8,-91.15
7380,CA-2022-107379,09/10/2019,09/16/2019,Standard Class,CG-10242,Customer 242,Corporate,United States,New York City,New York,96847,East,OFF-ENV-17379,Office Supplies,Envelopes,Envelopes Model 398,55.88,1,0.0,12.99
7381,CA-2019-107380,01/30/2021,02/04/2021,Standard Class,CG-10243,Customer 243,Corporate,United States,New York City,New York,93311,East,FUR-FUR-17380,Furniture,Furnishings,Furnishings Model 942,1035.91,3,0.3,-147.15
7382,CA-2020-107381,06/11/2019,06/15/2019,Standard Class,CG-10244,Customer 244,Consumer,United States,Pennsylvania City,Pennsylvania,81441,East,TEC-COP-17381,Technology,Copiers,Copiers Model 402,318.58,1,0.3,-6.75
7383,CA-2021-107382,04/02/2021,04/08/2021,First Class,CG-10245,Customer 245,Home Office,United States,Georgia City,Georgia,14753,East,FUR-CHA-17382,Furniture,Chairs,Chairs Model 784,640.62,4,0.1,10.84
7384,CA-2022-107383,04/21/2019,04/27/2019,Second Class,CG-10246,Customer 246,Home Office,United States,Nevada City,Nevada,74281,West,TEC-COP-17383,Technology,Copiers,Copiers Model 830,222.74,1,0.1,30.65
7385,CA-2019-107384,09/02/2022,09/03/2022,First Class,CG-10247,Customer 247,Consumer,United States,Minnesota City,Minnesota,77051,Central,FUR-CHA-17384,Furniture,Chairs,Chairs Model 807,300.69,2,0.0,26.94
7386,CA-2020-107385,10/17/2021,10/23/2021,Standard Class,CG-10248,Customer 248,Consumer,United States,Washington City,Washington,18463,West,FUR-FUR-17385,Furniture,Furnishings,Furnishings Model 522,400.79,4,0.5,-103.09
7387,CA-2021-107386,07/01/2021,07/08/2021,First Class,CG-10249,Customer 249,Consumer,United States,Colorado City,Colorado,46015,West,OFF-SUP-17386,Office Supplies,Supplies,Supplies Model 613,22.49,1,0.3,-0.46
7388,CA-2022-107387,05/01/2022,05/04/2022,Standard Class,CG-10250,Customer 250,Corporate,United States,California City,California,24709,West,OFF-FAS-17387,Office Supplies,Fasteners,Fasteners Model 103,54.7,1,0.2,5.98
7389,CA-2019-107388,08/03/2022,08/07/2022,Second Class,CG-10251,Customer 251,Consumer,United States,Illinois City,Illinois,33054,Central,FUR-CHA-17388,Furniture,Chairs,Chairs Model 155,894.25,4,0.5,-188.67
7390,CA-2020-107389,06/12/2022,06/19/2022,Second Class,CG-10252,Customer 252,Consumer,United States,Ohio City,Ohio,71477,East,FUR-CHA-17389,Furniture,Chairs,Chairs Model 911,228.08,4,0.6,-95.46
7391,CA-2021-107390,03/04/2022,03/09/2022,First Class,CG-10253,Customer 253,Consumer,United States,Arkansas City,Arkansas,35258,South,TEC-MAC-17390,Technology,Machines,Machines Model 960,3149.02,5,0.0,591.9
7392,CA-2022-107391,10/04/2021,10/09/2021,Standard Class,CG-10254,Customer 254,Corporate,United States,Colorado City,Colorado,73721,West,FUR-CHA-17391,Furniture,Chairs,Chairs Model 906,124.39,3,0.0,12.76
7393,CA-2019-107392,02/09/2022,02/15/2022,Standard Class,CG-10255,Customer 255,Home Office,United States,Missouri City,Missouri,24005,Central,TEC-PHO-17392,Technology,Phones,Phones Model 133,1574.24,4,0.1,98.51
7394,CA-2020-107393,05/19/2020,05/23/2020,Same Day,CG-10256,Customer 256,Home Office,United States,Florida City,Florida,74487,East,FUR-FUR-17393,Furniture,Furnishings,Furnishings Model 533,889.85,3,0.0,49.38
